"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"4612","5222","1","DKBA","Democratic Karen Buddhist Army","Democratic Karen Buddhist Army","785","","","","KNU","Karen National Union","n/a","180","","","","1994-12-07","2","1998-03-26","1","1","1998-09-25","1","1998","86","86","96","Myanmar (Burma)","775","3","22.1"
"4612","5222","1","DKBA","Democratic Karen Buddhist Army","Democratic Karen Buddhist Army","785","","","","KNU","Karen National Union","n/a","180","","","","1994-12-07","2","2007-06-21","1","1","2007-12-18","1","2007","45","45","45","Myanmar (Burma)","775","3","22.1"
"4613","5223","3","Nyangatom","Nyangatom","Nyangatom","712","","","","Turkana","Turkana","Turkana","693","","","","1993-07-11","2","1993-07-11","2","1","1993-07-11","2","1993","157","157","157","Kenya","501","4","22.1"
"4613","5223","3","Nyangatom","Nyangatom","Nyangatom","712","","","","Turkana","Turkana","Turkana","693","","","","1993-07-11","2","2006-12-31","5","1","2006-12-31","5","2006","31","31","31","Ethiopia","530","4","22.1"
"4614","5224","3","Duduble subclan of Gorgorte clan (Hawiye)","Duduble subclan of Gorgorte clan (Hawiye)","n/a","602","","","","Suleiman subclan of Habar Gidir clan (Hawiye)","Suleiman subclan of Habar Gidir clan (Hawiye)","n/a","687","","","","1998-12-24","1","2004-03-05","2","1","2004-03-05","2","2004","47","47","47","Somalia","520","4","22.1"
"4614","5224","3","Duduble subclan of Gorgorte clan (Hawiye)","Duduble subclan of Gorgorte clan (Hawiye)","n/a","602","","","","Suleiman subclan of Habar Gidir clan (Hawiye)","Suleiman subclan of Habar Gidir clan (Hawiye)","n/a","687","","","","1998-12-24","1","2012-12-01","1","1","2012-12-01","1","2012","38","30","38","Somalia","520","4","22.1"
"4615","5225","1","FAPC","People's Armed Forces of Congo","Forces armées du peuple Congolais","603","","","","FNI","Nationalist and Integrationist Front","Front Nationalist et Intégrationist","606","","","","2004-07-06","3","2004-07-07","3","1","2004-07-07","3","2004","47","47","47","DR Congo (Zaire)","490","4","22.1"
"4616","5226","1","Fatah","Palestinian National Liberation Movement","Harakat al-Tahrir al-Watani al-Filastini","207","","","","Hamas","Islamic Resistance Movement","Harakat al-Muqawarna al-Islamiyya","209","","","","1991-09-22","1","2006-10-01","1","0","","","2006","36","36","46","Israel","666","2","22.1"
"4616","5226","1","Fatah","Palestinian National Liberation Movement","Harakat al-Tahrir al-Watani al-Filastini","207","","","","Hamas","Islamic Resistance Movement","Harakat al-Muqawarna al-Islamiyya","209","","","","1991-09-22","1","2006-10-01","1","1","2007-12-31","1","2007","235","233","254","Israel","666","2","22.1"
"4617","5227","1","FRCI","Republican Forces of Ivory Coast","Forces Républicaines de Côte d'Ivoire","558","","","","FN - IC","New Forces - Ibrahim Coulibaly faction","Forces Nouvelles - Ibrahim Coulibaly faction","605","","","","2004-01-31","3","2004-06-21","2","1","2004-06-21","2","2004","134","134","150","Ivory Coast","437","4","22.1"
"4618","5228","1","FRCI","Republican Forces of Ivory Coast","Forces Républicaines de Côte d'Ivoire","558","","","","MILOCI","Movement for the Liberation of Western Ivory Coast","Mouvement pour la Liberation de l'Ouest de la Côte d'Ivoire","652","","","","2005-02-28","1","2005-02-28","1","1","2005-02-28","1","2005","28","28","50","Ivory Coast","437","4","22.1"
"4619","5229","1","Forces of Abdul Rahman Khan","Forces of Abdul Rahman Khan","n/a","375","","","","Forces of Amanullah","Forces of Amanullah","n/a","376","","","","2003-08-13","1","2003-08-13","1","1","2003-08-13","1","2003","25","20","30","Afghanistan","700","3","22.1"
"4620","5230","1","Forces of Abdullahi Yusuf","Forces of Abdullahi Yusuf","n/a","568","","","","Forces of Jama Ali Jama","Forces of Jama Ali Jama","n/a","627","","","","2001-11-21","1","2002-08-02","1","1","2002-12-27","1","2002","70","68","238","Somalia","520","4","22.1"
"4621","5231","1","Forces of Amanullah Khan","Forces of Amanullah Khan","n/a","377","","","","Forces of Arbab Basir","Forces of Arbab Basir","n/a","378","","","","2006-10-09","2","2006-10-22","1","1","2006-10-22","1","2006","36","36","36","Afghanistan","700","3","22.1"
"4622","5232","1","Forces of Amanullah Khan","Forces of Amanullah Khan","n/a","377","","","","Forces of Ismail Khan","Forces of Ismail Khan","n/a","379","","","","2002-07-23","2","2002-08-01","2","1","2002-12-02","2","2002","110","90","162","Afghanistan","700","3","22.1"
"4622","5232","1","Forces of Amanullah Khan","Forces of Amanullah Khan","n/a","377","","","","Forces of Ismail Khan","Forces of Ismail Khan","n/a","379","","","","2002-07-23","2","2004-08-16","2","1","2004-08-16","2","2004","42","42","100","Afghanistan","700","3","22.1"
"4624","5234","3","Fulani","Fulani","Fulani","607","","","","Yugur","Yugur","Yugur","702","","","","2003-03-02","2","2003-03-02","2","1","2003-03-02","2","2003","100","100","110","Nigeria","475","4","22.1"
"4625","5235","3","Fulani","Fulani","Fulani","607","","","","Mambila","Mambila","Mambila","643","","","","2002-01-08","3","2002-01-08","3","1","2002-01-08","3","2002","50","30","50","Nigeria","475","4","22.1"
"4625","5235","3","Fulani","Fulani","Fulani","607","","","","Mambila","Mambila","Mambila","643","","","","2002-01-08","3","2017-06-17","1","1","2017-06-20","2","2017","141","141","351","Nigeria","475","4","22.1"
"4626","5236","3","Gaadsan subclan of Biimaal clan (Dir)","Gaadsan subclan of Biimaal clan (Dir)","n/a","897","","","","Ma'alin Weyne subclan of Mirifle clan (Digil-Mirifle)","Ma'alin Weyne subclan of Mirifle clan (Digil-Mirifle)","n/a","898","","","","2008-04-28","1","2008-05-31","3","1","2008-12-05","1","2008","40","38","62","Somalia","520","4","22.1"
"4627","5237","3","Gabra","Gabra","Gabra","609","","","","Guji","Guji","Guji","613","","","","2005-04-03","1","2005-04-29","1","1","2005-04-29","1","2005","43","43","43","Ethiopia","530","4","22.1"
"4628","5238","3","Galje'el clan (Hawiye)","Galje'el clan (Hawiye)","n/a","610","","","","Jejele subclan of Jibedi clan (Hawiye)","Jejele subclan of Jibedi clan (Hawiye)","n/a","631","","","","2005-06-07","2","2005-06-09","1","1","2005-06-09","1","2005","36","36","36","Somalia","520","4","22.1"
"4629","5239","3","Gamai","Gamai","Gamai","611","","","","Pan","Pan","Pan","666","","","","2006-04-13","2","2006-04-13","2","1","2006-04-13","2","2006","25","20","100","Nigeria","475","4","22.1"
"4630","5240","3","Garre subclan of Digil clan (Digil-Mirifle)","Garre subclan of Digil clan (Digil-Mirifle)","n/a","612","","","","Marehan subclan (Darod)","Marehan subclan (Darod)","n/a","644","","","","2005-04-10","2","2005-04-18","1","1","2005-07-23","2","2005","99","89","139","Somalia","520","4","22.1"
"4631","5241","3","Garre subclan of Digil clan (Digil-Mirifle)","Garre subclan of Digil clan (Digil-Mirifle)","n/a","612","","","","Murule subclan of Gugundabe clan (Hawiye)","Murule subclan of Gugundabe clan (Hawiye)","n/a","656","","","","2005-01-01","1","2005-01-11","3","1","2005-04-04","1","2005","63","60","105","Kenya","501","4","22.1"
"4631","5241","3","Garre subclan of Digil clan (Digil-Mirifle)","Garre subclan of Digil clan (Digil-Mirifle)","n/a","612","","","","Murule subclan of Gugundabe clan (Hawiye)","Murule subclan of Gugundabe clan (Hawiye)","n/a","656","","","","2005-01-01","1","2008-09-14","1","1","2008-10-16","1","2008","31","31","31","Kenya","501","4","22.1"
"4632","5242","3","Gumuz","Gumuz","Gumuz","899","","","","Oromo","Oromo","Oromo","664","","","","2007-09-30","5","2008-05-21","2","1","2008-05-21","2","2008","145","145","145","Ethiopia","530","4","22.1"
"4632","5242","3","Gumuz","Gumuz","Gumuz","899","","","","Oromo","Oromo","Oromo","664","","","","2007-09-30","5","2018-10-02","2","1","2018-10-02","2","2018","44","44","44","Ethiopia","530","4","22.1"
"4633","5243","3","Fulani","Fulani","Fulani","607","","","","Habaniya","Habaniya","Habaniya","615","","","","2007-01-31","3","2007-01-31","3","0","","","2007","125","125","200","Sudan","625","4","22.1"
"4633","5243","3","Fulani","Fulani","Fulani","607","","","","Habaniya","Habaniya","Habaniya","615","","","","2007-01-31","3","2007-01-31","3","0","","","2008","150","150","150","Sudan","625","4","22.1"
"4633","5243","3","Fulani","Fulani","Fulani","607","","","","Habaniya","Habaniya","Habaniya","615","","","","2007-01-31","3","2007-01-31","3","1","2009-04-19","1","2009","99","99","108","Sudan","625","4","22.1"
"4634","5244","3","Habaniya","Habaniya","Habaniya","615","","","","Rizeigat Baggara","Rizeigat Baggara","Rizeigat Baggara","703","","","","2006-07-20","3","2006-07-20","3","1","2006-07-20","3","2006","150","150","150","Sudan","625","4","22.1"
"4634","5244","3","Habaniya","Habaniya","Habaniya","615","","","","Rizeigat Baggara","Rizeigat Baggara","Rizeigat Baggara","703","","","","2006-07-20","3","2015-07-16","2","1","2015-07-16","2","2015","198","198","198","Sudan","625","4","22.1"
"4635","5245","3","Hausa","Hausa","Hausa","608","","","","Igbo","Igbo","Igbo","621","","","","2000-02-28","1","2000-02-28","1","1","2000-02-28","1","2000","50","50","450","Nigeria","475","4","22.1"
"4636","5246","3","Hausa","Hausa","Hausa","608","","","","Tarok","Tarok","Tarok","689","","","","2002-07-07","1","2002-07-10","1","1","2002-10-04","2","2002","35","25","35","Nigeria","475","4","22.1"
"4637","5247","3","Hausa","Hausa","Hausa","608","","","","Yoruba","Yoruba","Yoruba","701","","","","1998-07-13","2","1998-07-13","2","0","","","1998","60","60","100","Nigeria","475","4","22.1"
"4637","5247","3","Hausa","Hausa","Hausa","608","","","","Yoruba","Yoruba","Yoruba","701","","","","1998-07-13","2","1998-07-13","2","1","1999-07-25","2","1999","93","93","133","Nigeria","475","4","22.1"
"4637","5247","3","Hausa","Hausa","Hausa","608","","","","Yoruba","Yoruba","Yoruba","701","","","","1998-07-13","2","2002-02-05","2","1","2002-02-05","2","2002","100","50","100","Nigeria","475","4","22.1"
"4637","5247","3","Hausa","Hausa","Hausa","608","","","","Yoruba","Yoruba","Yoruba","701","","","","1998-07-13","2","2017-03-08","1","1","2017-03-08","1","2017","46","46","46","Nigeria","475","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","1999-06-20","1","0","","","1999","1405","1405","6405","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","1999-06-20","1","0","","","2000","656","656","656","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","1999-06-20","1","0","","","2001","474","474","524","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","1999-06-20","1","0","","","2002","1946","1906","2343","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","1999-06-20","1","1","2003-10-31","3","2003","144","144","473","DR Congo (Zaire), Uganda","490, 500","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","2017-02-19","1","0","","","2017","53","53","53","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","2017-02-19","1","0","","","2018","702","702","717","DR Congo (Zaire)","490","4","22.1"
"4638","5248","3","Hema","Hema","Hema","616","","","","Lendu","Lendu","Lendu","638","","","","1999-05-14","1","2017-02-19","1","1","2019-07-22","2","2019","241","239","241","DR Congo (Zaire)","490","4","22.1"
"4639","5249","1","Hezbollah","Party of God","Hezbollah","366","","","","PSP","Progressive Socialist Party","al-hizb al-taqadummi al-ishtiraki","879","","","","2008-05-09","1","2008-05-21","3","1","2008-05-27","1","2008","38","23","64","Lebanon","660","2","22.1"
"4640","5250","3","Hotiya Baggara","Hotiya Baggara","Hotiya Baggara","617","","","","Mahamid, Mahariba, Newiba","Mahamid, Mahariba, Newiba","Mahamid, Mahariba, Newiba","3834","661, 662, 658","","","2005-12-31","5","2005-12-31","5","1","2005-12-31","5","2005","251","210","260","Sudan","625","4","22.1"
"4641","5251","3","Huaorani","Huaorani","Huaorani","773","","","","Tagaeri","Tagaeri","Tagaeri","780","","","","2003-05-27","1","2003-05-27","1","1","2003-05-27","1","2003","26","15","31","Ecuador","130","5","22.1"
"4642","5252","3","Huber subclan of Mirifle clan (Digil-Mirifle)","Huber subclan of Mirifle clan (Digil-Mirifle)","n/a","618","","","","Yantar subclan of Mirifle clan (Digil-Mirifle)","Yantar subclan of Mirifle clan (Digil-Mirifle)","n/a","700","","","","2005-08-12","1","2005-08-15","2","1","2005-08-19","1","2005","35","35","38","Somalia","520","4","22.1"
"4643","5253","3","Ijaw","Ijaw","Ijaw","622","","","","Itsekiri","Itsekiri","Itsekiri","625","","","","1997-03-30","2","1997-04-12","1","0","","","1997","418","418","418","Nigeria","475","4","22.1"
"4643","5253","3","Ijaw","Ijaw","Ijaw","622","","","","Itsekiri","Itsekiri","Itsekiri","625","","","","1997-03-30","2","1997-04-12","1","0","","","1998","25","25","36","Nigeria","475","4","22.1"
"4643","5253","3","Ijaw","Ijaw","Ijaw","622","","","","Itsekiri","Itsekiri","Itsekiri","625","","","","1997-03-30","2","1997-04-12","1","1","1999-06-30","5","1999","120","120","200","Nigeria","475","4","22.1"
"4643","5253","3","Ijaw","Ijaw","Ijaw","622","","","","Itsekiri","Itsekiri","Itsekiri","625","","","","1997-03-30","2","2003-07-25","1","1","2003-12-18","1","2003","105","105","136","Nigeria","475","4","22.1"
"4644","5254","1","IMU","Islamic Movement of Uzbekistan","n/a","359","","","","Lashkhar of Wazir tribe","Army of Wazir tribe","Lashkhar of Wazir tribe","787","","","","2007-03-06","1","2007-03-19","1","1","2007-09-02","1","2007","319","319","376","Pakistan","770","3","22.1"
"4645","5255","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","RJF","Reformation and Jihad Front","n/a","235","","","","2007-05-13","1","2007-05-31","2","1","2007-11-10","2","2007","123","123","123","Iraq","645","2","22.1"
"4646","5256","3","Izzi (Igbo)","Izzi (Igbo)","Izzi (Igbo)","626","","","","Ukele","Ukele","Ukele","694","","","","2005-04-25","3","2005-04-25","3","1","2005-04-25","3","2005","100","50","100","Nigeria","475","4","22.1"
"4647","5257","1","Forces of Shah Sahib","Forces of Shah Sahib","n/a","792","","","","TTP","Taleban Movement of Pakistan","Tehrik-i-Taliban Pakistan","356","","","","2008-07-16","1","2008-07-19","1","1","2008-07-19","1","2008","51","51","66","Pakistan","770","3","22.1"
"4648","5258","1","Janjaweed","Janjaweed","Janjaweed","630","","","","JEM","Justice and Equality Movement","n/a","468","","","","2003-11-26","1","2003-11-26","1","1","2003-11-26","1","2003","186","186","186","Sudan","625","4","22.1"
"4649","5259","1","Janjaweed","Janjaweed","Janjaweed","630","","","","SLM/A","Sudan Liberation Movement/Army","n/a","469","","","","2005-01-30","1","2005-04-20","3","1","2005-04-20","3","2005","30","30","30","Sudan","625","4","22.1"
"4650","5260","1","Janjaweed - Bin Kulaib faction","Janjaweed - Bin Kulaib faction","Janjaweed - Bin Kulaib faction","629","","","","Janjaweed - Moro faction","Janjaweed - Moro faction","Janjaweed - Moro faction","628","","","","2005-11-30","3","2005-11-30","3","1","2005-11-30","3","2005","44","44","44","Sudan","625","4","22.1"
"4651","5261","3","Jie","Jie","Jie","633","","","","Turkana","Turkana","Turkana","693","","","","1999-07-10","2","1999-07-10","2","1","1999-07-10","2","1999","40","40","40","Kenya","501","4","22.1"
"4651","5261","3","Jie","Jie","Jie","633","","","","Turkana","Turkana","Turkana","693","","","","1999-07-10","2","2008-01-24","1","1","2008-02-10","1","2008","57","57","57","Kenya","501","4","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2004-08-15","2","1","2004-09-12","1","2004","61","61","61","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2007","136","136","346","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2008","1720","1720","1720","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2009","2586","2553","2464","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2010","2593","2604","2919","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2011","1669","1669","1863","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2012","547","531","959","Mexico","70","5","22.1"
"4652","5262","1","Juarez Cartel","Juarez Cartel","Cártel de Juárez","793","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2004-01-25","2","2007-05-01","1","0","","","2013","127","121","453","Mexico","70","5","22.1"
