Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0434-IND,2016,0434,,Technological,Technological,Transport accident,Rail,,,India,IND,Southern Asia,Asia,Kanpur (Uttar Pradesh state),,,,,,,,,,,,,,2016,11,20,2016,11,20,150,260,,,260,,,,,,,"88,57345288",,,,
2016-0422-IND,2016,0422,,Technological,Technological,Industrial accident,Fire,,Textil factory,India,IND,Southern Asia,Asia,New Delhi,,,,,,,,,m3,,,,,2016,11,11,2016,11,11,13,3,,,3,,,,,,,"88,57345288",,,,
2016-0571-IND,2016,0571,,Technological,Technological,Industrial accident,Other,,Coal mine,India,IND,Southern Asia,Asia,Godda district (Jharkhand),,,,,,,,,m3,,,,,2016,12,29,2016,12,29,22,,,,,,,,,,,"88,57345288",,,,
2016-0398-IND,2016,0398,,Technological,Technological,Miscellaneous accident,Other,,Crush in a religious gathering,India,IND,Southern Asia,Asia,Varanasi (Uttar Pradesh),,,,,,,,,,,,,,2016,10,15,2016,10,15,24,20,,,20,,,,,,,"88,57345288",,,,
2016-0403-IND,2016,0403,,Technological,Technological,Miscellaneous accident,Fire,,Hospital,India,IND,Southern Asia,Asia,Bhubaneswar,,,,,,,,,,,,,,2016,10,17,2016,10,17,21,100,,,100,,,,,,,"88,57345288",,,,
2016-0391-IND,2016,0391,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Andhra Pradesh province, Telangana",Monsoonal rains,,,,,,,137435,Km2,17.654,80.34,,,2016,9,21,2016,9,29,28,,3000,,3000,,,44000,49676,589000,664985,"88,57345288",1,1485,,Andhra Pradesh (Adm1). 
2016-0554-IND,2016,0554,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",,,,,,,,,Km2,,,,,2016,7,17,2016,7,19,34,,,,,,,,,,,"88,57345288",2,,17582;70089,"Golaghat, Jorhat (Adm2). "
2016-0421-IRN,2016,0421,,Technological,Technological,Transport accident,Road,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,South,,,,,,,,,,,,,,2016,11,9,2016,11,9,26,22,,,22,,,,,,,"88,57345288",,,,
2016-0450-IRN,2016,0450,,Technological,Technological,Transport accident,Rail,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Semnan province,,,,,,,,,,,,,,2016,11,25,2016,11,25,49,103,,,103,,,,,,,"88,57345288",,,,
2016-0442-ISR,2016,0442,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Israel,ISR,Western Asia,Asia,"Nataf, Sha'ar Hagai (Jérusalem province), Modiin (Central district province), Haifa province",DRought and high winds,,,,,,,,Km2,,,,,2016,11,18,2016,11,26,,137,60000,,60137,,,,,520000,587083,"88,57345288",1,1610;1611;1612,,"Central District, Haifa, Jerusalem (Adm1). "
2016-0313-ITA,2016,0313,EQ-2016-000095,Natural,Geophysical,Earthquake,Ground movement,,,Italy,ITA,Southern Europe,Europe,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",,,,,,Yes,,6,Richter,42.723,13.187,03:36,,2016,8,24,2016,8,24,296,400,4454,,4854,,,75000,84675,5000000,5645032,"88,57345288",2,,18349;18368,"Ascoli Piceno, Rieti (Adm2). "
2016-0357-ITA,2016,0357,,Natural,Geophysical,Earthquake,Ground movement,,,Italy,ITA,Southern Europe,Europe,"Visso, Ussita (Macerata district, Marche province)",,,,,,,,6,Richter,42.934,13.043,,,2016,10,26,2016,10,26,1,24,3003,,3027,,,,,200000,225801,"88,57345288",2,,18369,Macerata (Adm2). 
2016-0358-ITA,2016,0358,,Natural,Geophysical,Earthquake,Ground movement,,,Italy,ITA,Southern Europe,Europe,"Norcia (Perugia district, Umbria province)",,,,,,,,7,Richter,42.855,13.088,07:40,,2016,10,30,2016,10,30,,20,22272,,22292,,,,,200000,225801,"88,57345288",2,,18411,Perugia (Adm2). 
2016-0453-ITA,2016,0453,,Natural,Hydrological,Flood,Riverine flood,,,Italy,ITA,Southern Europe,Europe,"Piémont, Liguria provinces",Heavy rains,,,,,,,,Km2,,,,"Po, Tanaro, Bormida, Pellice and Dora Riparia rivers",2016,11,23,2016,11,25,2,,400,,400,,,,,100000,112901,"88,57345288",1,1623;1627,,"Liguria, Piemonte (Adm1). "
2016-0355-JAM,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Jamaica,JAM,Caribbean,Americas,St. Thomas and Portland,,,,Yes,,,,,Kph,,,,,2016,9,27,2016,10,3,,,125000,,125000,,,,,,,"88,57345288",1,1639;1646,,"Portland, Saint Thomas (Adm1). "
2016-0492-JPN,2016,0492,,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,"Kurayoshi city (Kurayosisi district, Tottori province)",,,,,,,,6,Richter,35.37,133.812,,,2016,10,21,2016,10,21,,7,480,6,493,,,,,100000,112901,"88,57345288",2,,36364,Kurayosisi (Adm2). 
2016-0361-JPN,2016,0361,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chaba (Chyba?),Japan,JPN,Eastern Asia,Asia,Hokkaidoo province (Hokkaido island),,,,,,,,,Kph,,,,,2016,10,5,2016,10,6,,,,,,,,,,,,"88,57345288",1,1661,,Hokkaidoo (Adm1). 
2016-0538-JPN,2016,0538,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Japan,JPN,Eastern Asia,Asia,"Yamanashi, Kawanehoncho,Shizuoka",,,,,,,,,°C,,,,,2016,8,6,2016,8,8,3,490,,,490,,,,,,,"88,57345288",1,1687;1697,,"Sizuoka, Yamanasi (Adm1). "
2016-0484-KEN,2016,0484,,Technological,Technological,Transport accident,Road,,,Kenya,KEN,Eastern Africa,Africa,Karai (near Naivasha),,,,,,,,,,,,,,2016,12,10,2016,12,10,33,,,,,,,,,,,"88,57345288",,,,
2016-0574-KEN,2016,0574,,Technological,Technological,Miscellaneous accident,Collapse,,,Kenya,KEN,Eastern Africa,Africa,Nairobi,,,,,,,,,,,,,,2016,4,,2016,4,,49,,,,,,,,,,,"88,57345288",,,,
2016-0341-KOR,2016,0341,,Natural,Geophysical,Earthquake,Ground movement,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Kyonju,,,,,,,,5,Richter,35.781,129.216,20:32,,2016,9,12,2016,9,12,,32,29800,,29832,,,,,21000,23709,"88,57345288",1,2440,,Kyongsangbuk-do (Adm1). 
2016-0316-LAO,2016,0316,FF-2016-000093,Natural,Hydrological,Flood,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Luang Prabang city (Louangphrabang distrcit, Louangphabang province), Oudomxai, Salavan, Xaignabouli, Xiangkhouang, Houaphan, Bokeo provinces",Heavy rains,,,,,,,,Km2,,,,,2016,8,11,2016,8,20,5,,26328,,26328,,,,,50,56,"88,57345288",1;2,1754;1757;1761;1763;1765;74347,18674,"Bokeo, Houaphan, Oudomxai, Salavan, Xaignabouli, Xiangkhouang (Adm1). Louangphrabang (Adm2). "
2016-0368-LBY,2016,0368,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,10,4,2016,10,4,28,,,,,,,,,,,"88,57345288",,,,
2016-0397-LBY,2016,0397,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,10,12,2016,10,12,15,,,,,,,,,,,"88,57345288",,,,
2016-0410-LBY,2016,0410,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,10,24,2016,10,24,16,,2200,,2200,,,,,,,"88,57345288",,,,
2016-0417-LBY,2016,0417,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,11,3,2016,11,3,240,,,,,,,,,,,"88,57345288",,,,
2016-0430-LBY,2016,0430,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,11,14,2016,11,16,366,,,,,,,,,,,"88,57345288",,,,
2016-0567-LBY,2016,0567,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,Zawija,,,,,,,,,,,,,,2016,3,30,2016,3,30,54,,,,,,,,,,,"88,57345288",,,,
2016-0568-LBY,2016,0568,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,5,27,2016,5,27,45,,,,,,,,,,,"88,57345288",,,,
2016-9529-LKA,2016,9529,,Natural,Climatological,Drought,Drought,,,Sri Lanka,LKA,Southern Asia,Asia,Batticaloa District (Eastern province),,,,,,,,,Km2,,,,,2016,10,,2017,5,,,,900000,,900000,,,,,20000,22580,"88,57345288",2,,25833,Batticaloa (Adm2). 
2016-0333-MEX,2016,0333,,Natural,Hydrological,Flood,Flash flood,,,Mexico,MEX,Central America,Americas,Durango city,Heavy rains,,,,,,,22329,Km2,23.672,-104.964,,,2016,9,29,2016,10,5,5,,3000,,3000,,,,,25000,28225,"88,57345288",2,,19842,Durango (Adm2). 
2016-0532-MEX,2016,0532,,Natural,Hydrological,Flood,Flash flood,,,Mexico,MEX,Central America,Americas,"Tamaulipas, Veracruz, Chihuahua",Torrential rains,,,,,,,,Km2,,,,,2016,2,3,2016,2,6,2,,,3000,3000,,,,,,,"88,57345288",1,2033;2055;2057,,"Chihuahua, Tamaulipas, Veracruz (Adm1). "
2016-0501-MEX,2016,0501,,Technological,Technological,Miscellaneous accident,Explosion,,Fireworks market,Mexico,MEX,Central America,Americas,Tultepec ,,,,,,,,,,,,,,2016,12,20,2016,12,20,42,72,,,72,,,,,,,"88,57345288",,,,
2016-0332-MEX,2016,0332,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,"Guerrero, Chiapas states",Heavy rains,,,,,,,127234,Km2,17.071,-93.805,,,2016,9,14,2016,9,22,13,,6000,,6000,,,,,,,"88,57345288",1,2039,,Guerrero (Adm1). 
2016-0335-MKD,2016,0335,,Natural,Geophysical,Earthquake,Ground movement,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,Skopje province,,,,,,,,5,Richter,42.009,21.49,15:10,,2016,9,11,2016,9,11,,100,,,100,,,,,10000,11290,"88,57345288",1,2948,,Skopje (Adm1). 
2016-0383-MMR,2016,0383,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Magway, Mandalay, Rakhine, Sagaing provinces",,,,,,,,7,Richter,20.923,94.569,,,2016,8,24,2016,8,24,4,2,1150,,1152,,,,,10000,11290,"88,57345288",1,2123;2130;2131;2133,,"Magway, Mandalay, Rakhine, Sagaing (Adm1). "
2016-0444-MMR,2016,0444,,Natural,Biological,Epidemic,Viral disease,,Measles,Myanmar,MMR,South-Eastern Asia,Asia,"Lahe, Nanyun cities",,,,,,,,,Vaccinated,,,,,2016,8,22,2016,8,22,34,,,,,,,,,,,"88,57345288",,,,
2016-0401-MMR,2016,0401,,Technological,Technological,Transport accident,Water,,Ferry,Myanmar,MMR,South-Eastern Asia,Asia,,,,,,,,,,,,,,,2016,10,15,2016,10,15,72,,154,,154,,,,,,,"88,57345288",,,,
2016-0369-MMR,2016,0369,FL-2016-000058,Natural,Hydrological,Flood,,,,Myanmar,MMR,South-Eastern Asia,Asia,"Sagaing, Mandalay, Bago, Ayeyarwady, Magway, Yangon, Kachin",Heavy rains,,,,,,,,Km2,,,,,2016,7,,2016,8,,5,,474560,,474560,,,,,2000,2258,"88,57345288",1,2126;2127;2130;2131;2133;2136;41772;41773,,"Ayeyawaddy, Bago (E), Bago (W), Kachin, Magway, Mandalay, Sagaing, Yangon (Adm1). "
2016-0509-MNG,2016,0509,CW-2017-000001,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,,Mongolia,MNG,Eastern Asia,Asia,"Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces",,,,Yes,,,,,°C,,,,,2016,12,23,2017,1,4,,,157000,,157000,,,,,,,"88,57345288",1,2075;2076;2077;2078;2079;2081;2086;2087;2088;2090;2091;2092;2094;2095;2096;2097,,"Arxangai, Bayan-O'lgii, Bayanxongor, Bulgan, Darxan-Uul, Dornod, O'vorxangai, Orxon, Selenge, To'v, Ulaanbaatar, Uvs, Xentii, Xo'vsgol, Xovd, Zavxan (Adm1). "
2016-0431-MOZ,2016,0431,,Technological,Technological,Transport accident,Road,,,Mozambique,MOZ,Eastern Africa,Africa,"Caphiridzange (Moatize district, Tete province)",,,,,,,,,,,,,,2016,11,17,2016,11,17,93,50,,,50,,,,,,,"88,57345288",,,,
2016-0307-MYS,2016,0307,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Yan, Baling districts (Kedah province), Penang city (Timur Laut district, Pulau Pinang province)",Torrential rain,,,,,,,,Km2,,,,,2016,7,18,2016,7,19,,,441,,441,,,,,,,"88,57345288",2,,37345;37355;37404,"Baling, Timur Laut, Yan (Adm2). "
2016-0489-MYS,2016,0489,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,Terengganu province,Heavy rains,,,,,,,20486,Km2,5.122,102.56,,,2016,11,28,2016,12,7,,,400,,400,,,,,,,"88,57345288",1,1904,,Terengganu (Adm1). 
2016-0516-MYS,2016,0516,FL-2017-000002,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",Continous rains,,,,,,,43580,Km2,4.7,102.411,,"Sungai Golok, Sungai Galas, Sungai Kelantan, ungai Besut, Sungai Terengganu and Sungai Setiu ",2016,12,26,2017,1,23,,,25000,,25000,,,,,132000,149029,"88,57345288",1;2,1891;1897;1901;1903,37356;37357;37358;37359;37360;37361;37362;37363;37364;37365;37393;37463;37464;37465;37466;37468;37469,"Johor, Pahang, Sabah, Selangor (Adm1). Bachok, Besut, Dungun, Gua Musang, Hulu Terengganu, Jeli, Kemaman, Kota Bharu, Kuala Kangsar, Kuala Krai, Machang, Marang, Pasir Mas, Pasir Puteh, Setiu, Tanah Merah, Tumpat (Adm2). "
2016-0447-NER,2016,0447,EP-2016-000105,Natural,Biological,Epidemic,Viral disease,,Rift Valley,Niger (the),NER,Western Africa,Africa,"Tahoua, Tassara, Tilia, Madaoua,Tchintabaraden, Abalak, Keita",,,,,,,,,Vaccinated,,,,,2016,8,,2016,11,21,23,78,,,78,,,,,,,"88,57345288",,,,
2016-0337-NGA,2016,0337,,Natural,Hydrological,Flood,Riverine flood,,,Nigeria,NGA,Western Africa,Africa,"Gwaram, Dutse, Jahun, Ringim, Hadejia, Babura, Gumel, Malammadori, Birninkudu districts (Jigawa province) ",Heavy rains,,,,,,,,Km2,,,,,2016,9,1,2016,9,20,18,,,12000,12000,,,,,,,"88,57345288",2,,22800;22803;22806;22813;190991;191004;191018;191025;191060,"Babura, Birnin Kudu, Dutse, Gumel, Gwaram, Hadejia, Jahun, Malam Maduri, Ringim (Adm2). "
2016-0547-NGA,2016,0547,EP-2017-000030,Natural,Biological,Epidemic,Viral disease,,Meningitis,Nigeria,NGA,Western Africa,Africa,"Zamfara, Sokoto, Katsina, Kebbi, Niger, Kano, Yobe, Jigawa, Plateau, Kogi, Adamawa, Delta, FCT, Nassarawa, Gombe, Taraba, Cross River, Osun, Lagos, Oyo, Benue",,,,,,,,,Vaccinated,,,,,2016,11,,2017,7,17,1166,14518,,,14518,,,,,,,"88,57345288",,,,
2016-0576-NGA,2016,0576,,Natural,Biological,Epidemic,Viral disease,,Lassa fever,Nigeria,NGA,Western Africa,Africa,"Ondo, Edo, Lagos, Plateau, Bauchi, Ogun, Ebonyi, Taraba, Nasarawa, Rivers, Kaduna, Gombe, Cross-River, Borno, Kano, Kogi, Enugu, Anambra, Lagos, Kwara ",,,,,,,,,Vaccinated,,,,,2016,12,4,2017,11,10,121,914,,,914,,,,,,,"88,57345288",,,,
2016-0502-NGA,2016,0502,,Technological,Technological,Transport accident,Road,,,Nigeria,NGA,Western Africa,Africa,Malam Sidi (Gombe state),,,,,,,,,,,,,,2016,12,21,2016,12,21,11,17,,,17,,,,,,,"88,57345288",,,,
2016-0557-NGA,2016,0557,,Technological,Technological,Miscellaneous accident,Collapse,,Church,Nigeria,NGA,Western Africa,Africa,"Uyo, Akawa Ibom",,,,,,,,,,,,,,2016,12,10,2016,12,10,160,200,,,200,,,,,,,"88,57345288",,,,
2016-0433-NIC,2016,0433,TC-2016-000125,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Otto,Nicaragua,NIC,Central America,Americas,"Costa Caribe Sur, Chontales, Zelaya Central, Río San Juan",,,,,,,,,Kph,,,,,2016,11,17,2016,11,17,,,10570,,10570,,,,,,,"88,57345288",1,2185;2186;2190;2200,,"Atlantico Norte, Atlantico Sur, Chontales, Rio San Juan (Adm1). "
2016-0315-NPL,2016,0315,,Technological,Technological,Transport accident,Road,,,Nepal,NPL,Southern Asia,Asia,Chandi Bhanjyang (Chitwan province),,,,,,,,,,,,,,2016,8,26,2016,8,26,21,,,,,,,,,,,"88,57345288",,,,
2016-0556-PAK,2016,0556,,Technological,Technological,Transport accident,Air,,PIA ATR 42-500,Pakistan,PAK,Southern Asia,Asia,Havelian,,,,,,,,,,,,,,2016,12,7,2016,12,7,47,,,,,,,,,,,"88,57345288",,,,
2016-0349-PAK,2016,0349,,Technological,Technological,Transport accident,Road,,,Pakistan,PAK,Southern Asia,Asia,Near Muzaffarabad (Kashmir),,,,,,,,,,,,,,2016,9,23,2016,9,23,43,3,,,3,,,,,,,"88,57345288",,,,
2016-0402-PAK,2016,0402,,Technological,Technological,Transport accident,Road,,,Pakistan,PAK,Southern Asia,Asia,Khanpur,,,,,,,,,,,,,,2016,10,17,2016,10,17,27,50,,,50,,,,,,,"88,57345288",,,,
2016-0343-PAK,2016,0343,,Technological,Technological,Transport accident,Rail,,,Pakistan,PAK,Southern Asia,Asia,Near Multan (Punjab),,,,,,,,,,,,,,2016,9,15,2016,9,15,6,150,,,150,,,,,,,"88,57345288",,,,
2016-0416-PAK,2016,0416,,Technological,Technological,Transport accident,Rail,,,Pakistan,PAK,Southern Asia,Asia,Karachi,,,,,,,,,,,,,,2016,11,3,2016,11,3,21,20,,,20,,,,,,,"88,57345288",,,,
2016-0559-PAK,2016,0559,,Technological,Technological,Industrial accident,Gas leak,,Ice factory,Pakistan,PAK,Southern Asia,Asia,Lahore,,,,,,,,,m3,,,,,2016,1,5,2016,1,5,,150,,,150,,,,,,,"88,57345288",,,,
2016-0506-PAK,2016,0506,,Technological,Technological,Miscellaneous accident,Other,,Adultered alcohol,Pakistan,PAK,Southern Asia,Asia,Toba Tek Singh city,,,,,,,,,,,,,,2016,12,24,2016,12,24,24,,,,,,,,,,,"88,57345288",,,,
2016-0469-PAK,2016,0469,,Technological,Technological,Miscellaneous accident,Fire,,Hotel,Pakistan,PAK,Southern Asia,Asia,Karachi,,,,,,,,,,,,,,2016,12,5,2016,12,5,12,75,,,75,,,,,,,"88,57345288",,,,
2016-0387-PAK,2016,0387,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,Karachi district (Sindh province),Heavy rains,,,,,,,,Km2,,,,,2016,8,27,2016,8,28,10,,,,,,,,,,,"88,57345288",2,,40392;40393;40394;40395,"Karachi Central District, Karachi East District, Karachi South District, Karachi West District (Adm2). "
2016-0464-PER,2016,0464,,Natural,Geophysical,Earthquake,Ground movement,,,Peru,PER,South America,Americas,"Lampa, Paratia cities (Lampa district, Puno province)",,,,,,,,6,Richter,-15.321,-70.823,17:40,,2016,12,1,2016,12,1,1,17,200,40,257,,,,,,,"88,57345288",2,,24170,Lampa (Adm2). 
2016-0518-PER,2016,0518,,Natural,Biological,Epidemic,Viral disease,,Yellow fever,Peru,PER,South America,Americas,Junin,,,,,,,,,Vaccinated,,,,,2016,,,2017,1,4,26,54,,,54,,,,,,,"88,57345288",1,2339,,Junin (Adm1). 
2016-0555-PER,2016,0555,,Technological,Technological,Transport accident,Air,,,Peru,PER,South America,Americas,Pastaza,,,,,,,,,,,,,,2016,3,15,2016,3,15,22,,,,,,,,,,,"88,57345288",,,,
2016-0500-PER,2016,0500,,Technological,Technological,Transport accident,Road,,,Peru,PER,South America,Americas,Antabamba (Abancay region),,,,,,,,,,,,,,2016,12,20,2016,12,20,12,13,,,13,,,,,,,"88,57345288",,,,
2016-0537-PHL,2016,0537,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao city,,,,,,,,7,Richter,,,,,2016,3,30,2016,3,30,8,202,,,202,,,,,,,"88,57345288",2,,67169,Surigao Del Norte (Adm2). 
2016-0342-PHL,2016,0342,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Ferdie (Meranti),Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",,,,,,,,,Kph,,,,,2016,9,16,2016,9,16,,,16648,,16648,,,,,4913,5547,"88,57345288",2,,24211;24215;24216,"Batanes, Cagayan, Ilocos Norte (Adm2). "
2016-0363-PHL,2016,0363,TC-2016-000108,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Karen (Sarika),Philippines (the),PHL,South-Eastern Asia,Asia,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",,,,,,,,210,Kph,,,,,2016,10,16,2016,10,19,,,52270,,52270,,,,,11490,12972,"88,57345288",2,,24214;24217;24218;24219;24221;24222;24225;24226;24227;24228;24229;24234;24235;24240;24241;24242;24243;24245,"Albay, Aurora, Batangas, Bulacan, Camarines Norte, Camarines Sur, Catanduanes, Cavite, Isabela, Laguna, Nueva Ecija, Nueva Vizcaya, Pangasinan, Quezon, Quirino, Rizal, Sorsogon, Zambales (Adm2). "
2016-0364-PHL,2016,0364,TC-2016-000110,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Lawin (Haima),Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",,,,,,,,215,Kph,,,,,2016,10,19,2016,10,21,8,,981154,,981154,,,,,50690,57229,"88,57345288",2,,24204;24205;24206;24207;24208;24209;24211;24212;24213;24214;24216;24217;24218;24219;24220;24221;24222;24223;24224;24225;24226;24227;24234;24235;24241;24245,"Abra, Apayao, Aurora, Bataan, Batangas, Benguet, Bulacan, Cagayan, Camarines Norte, Ifugao, Ilocos Norte, Ilocos Sur, Isabela, Kalinga, La Union, Mountain Province, Nueva Ecija, Nueva Vizcaya, Pampanga, Pangasinan, Quezon, Quirino, Rizal, Sorsogon, Tarlac, Zambales (Adm2). "
2016-0503-PHL,2016,0503,TC-2016-000134,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Nina' (Nock-Ten),Philippines (the),PHL,South-Eastern Asia,Asia,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",,,,,,Yes,,185,Kph,,,,,2016,12,25,2016,12,26,24,,1893404,,1893404,,,,,103661,117034,"88,57345288",2,,24227;24228;24229;24230;24231;24234;24235;24240;24241;24242;24243;24244;24245;24259,"Albay, Batangas, Camarines Norte, Camarines Sur, Catanduanes, Cavite, Laguna, Marinduque, Masbate, Mindoro Occidental, Northern Samar, Quezon, Rizal, Sorsogon (Adm2). "
2016-0558-PHL,2016,0558,,Technological,Technological,Miscellaneous accident,Fire,,Shanty town,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,2016,1,1,2016,1,1,,,,3000,3000,,,,,,,"88,57345288",,,,
2016-0561-PHL,2016,0561,,Technological,Technological,Miscellaneous accident,Fire,,Residential area,Philippines (the),PHL,South-Eastern Asia,Asia,Isabela city,,,,,,,,,,,,,,2016,6,18,2016,6,18,,,,2000,2000,,,,,,,"88,57345288",,,,
2016-0562-PHL,2016,0562,,Technological,Technological,Miscellaneous accident,Fire,,Residential area,Philippines (the),PHL,South-Eastern Asia,Asia,Zamboanga city,,,,,,,,,,,,,,2016,6,21,2016,6,21,,,,2000,2000,,,,,5000,5645,"88,57345288",,,,
2016-0563-PHL,2016,0563,,Technological,Technological,Miscellaneous accident,Fire,,Residential establishment,Philippines (the),PHL,South-Eastern Asia,Asia,Mandaluyong city,,,,,,,,,,,,,,2016,11,13,2016,11,13,2,,,2000,2000,,,,,,,"88,57345288",,,,
2016-0377-PHL,2016,0377,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital Region (NCR) province, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Laguna, Rizal districts (Region IV-A (Calabarzon) province), Antique, Iloilo, Negros Occidental districts (Region VI (Western Visaya) province), Abra, Benguet, Ifugao, Mountain province districts (Cordillera Administrative region (CAR) province)",Monsooonal rains (Hagabat),,,,,,,,Km2,,,,,2016,8,8,2016,8,16,26,,1263098,,1263098,,,,,9320,10522,"88,57345288",1;2,2355,24204;24206;24207;24209;24212;24213;24214;24220;24221;24222;24223;24224;24225;24229;24235;24247;24250;24251,"National Capital region (NCR) (Adm1). Abra, Antique, Bataan, Benguet, Bulacan, Ifugao, Ilocos Sur, Iloilo, La Union, Laguna, Mountain Province, Negros Occidental, Nueva Ecija, Pampanga, Pangasinan, Rizal, Tarlac, Zambales (Adm2). "
